+-----------+---------------+-----------+------------+--------+------+-------------+------------------------------+-------+------------+--------+-----------+-----------+-------+--------+                                                                                                                                     
| id        | ship          | propulsor | stabilizer | rudder | hull | intercooler | electronic_stability_control | score | durability | thrust | top_speed | stability | steer | strafe |                                                                                                                                     
+-----------+---------------+-----------+------------+--------+------+-------------+------------------------------+-------+------------+--------+-----------+-----------+-------+--------+                                                                                                                                     
| 162740557 | Koeniggswerth | PSCO      | STRM       | HRPR   | HSKO | C457        | RYUU                         |  1028 |         80 |     35 |        60 |        50 |    50 |     51 |                                                                                                                                     
| 162740377 | Koeniggswerth | PSCO      | STRM       | NIMB   | HSKO | C457        | RYUU                         |  1018 |         80 |     35 |        60 |        50 |    50 |     46 |                                                                                                                                     
| 162719866 | Koeniggswerth | PSCO      | STRM       | HRPR   | HSKO | C457        | ONI                          |   998 |         80 |     35 |        60 |        50 |    50 |     35 |                                                                                                                                     
| 162719686 | Koeniggswerth | PSCO      | STRM       | NIMB   | HSKO | C457        | ONI                          |   988 |         80 |     35 |        60 |        50 |    50 |     30 |                                                                                                                                     
| 189062356 | Koeniggswerth | PSCO      | GA60       | RSES   | HSKO | C457        | RYUU                         |  1035 |         80 |     35 |        60 |        43 |    43 |     71 |                                                                                                                                     
| 189041665 | Koeniggswerth | PSCO      | GA60       | RSES   | HSKO | C457        | ONI                          |  1005 |         80 |     35 |        60 |        43 |    43 |     55 |                                                                                                                                     
| 189007180 | Koeniggswerth | PSCO      | GA60       | RSES   | HSKO | C457        | TH60                         |   975 |         80 |     35 |        60 |        43 |    43 |     41 |                                                                                                                                     
| 162623308 | Koeniggswerth | PSCO      | CUMU       | HRPR   | HSKO | C457        | RYUU                         |   984 |         80 |     35 |        60 |        40 |    40 |     51 |                                                                                                                                     
| 162161209 | Koeniggswerth | PSCO      | CIRR       | HRPR   | HSKO | C457        | AGIY                         |   977 |         80 |     35 |        60 |        35 |    35 |     58 |                                                                                                                                     
| 162824041 | Koeniggswerth | PSCO      | BTLG       | HURR   | HSKO | C457        | ET61                         |  1023 |         80 |     35 |        60 |        62 |    63 |     20 |                                                                                                                                     
| 162734020 | Koeniggswerth | PSCO      | STRM       | SVLY   | HSKO | C457        | PI70                         |  1070 |         80 |     35 |        60 |        55 |    56 |     60 |                                                                                                                                     
| 162727123 | Koeniggswerth | PSCO      | STRM       | SVLY   | HSKO | C457        | SG69                         |  1045 |         80 |     35 |        60 |        55 |    56 |     48 |                                                                                                                                     
| 162706252 | Koeniggswerth | PSCO      | STRM       | TORN   | HSKO | C457        | ET61                         |   984 |         80 |     35 |        60 |        52 |    53 |     23 |                                                                                                                                     
| 162472294 | Koeniggswerth | PSCO      | MTKA       | HURR   | HSKO | C457        | ET61                         |   979 |         80 |     35 |        60 |        52 |    53 |     20 |                                                                                                                                     
| 162712609 | Koeniggswerth | PSCO      | STRM       | DRWN   | HSKO | C457        | AGIK                         |   981 |         80 |     35 |        60 |        47 |    46 |     36 |                                                                                                                                     
| 162616771 | Koeniggswerth | PSCO      | CUMU       | SVLY   | HSKO | C457        | PI70                         |  1026 |         80 |     35 |        60 |        45 |    46 |     60 |                                                                                                                                     
| 162747094 | Koeniggswerth | PSCO      | STRM       | DRWN   | HSKO | C457        | AGIY                         |  1016 |         80 |     35 |        60 |        45 |    46 |     56 |                                                                                                                                     
| 162609874 | Koeniggswerth | PSCO      | CUMU       | SVLY   | HSKO | C457        | SG69                         |  1001 |         80 |     35 |        60 |        45 |    46 |     48 |                                                                                                                                     
| 162244513 | Koeniggswerth | PSCO      | BLLX       | TSLY   | HSKO | C457        | AGIK                         |   985 |         80 |     35 |        60 |        42 |    43 |     45 |                                                                                                                                     
| 162154672 | Koeniggswerth | PSCO      | CIRR       | SVLY   | HSKO | C457        | RYUU                         |  1019 |         80 |     35 |        60 |        40 |    41 |     68 |                                                                                                                                     
| 162133981 | Koeniggswerth | PSCO      | CIRR       | SVLY   | HSKO | C457        | ONI                          |   989 |         80 |     35 |        60 |        40 |    41 |     52 |                                                                                                                                     
| 162037423 | Koeniggswerth | PSCO      | RIGL       | SVLY   | HSKO | C457        | RYUU                         |   997 |         80 |     35 |        60 |        35 |    36 |     68 |                                                                                                                                     
| 161913277 | Koeniggswerth | PSCO      | ALTO       | SVLY   | HSKO | C457        | PI70                         |   982 |         80 |     35 |        60 |        35 |    36 |     60 |                                                                                                                                     
| 161809822 | Koeniggswerth | PSCO      | BE55       | SVLY   | HSKO | C457        | AGIY                         |   990 |         80 |     35 |        60 |        30 |    31 |     75 |                                                                                                                                     
| 161685676 | Koeniggswerth | PSCO      | AL55       | SVLY   | HSKO | C457        | RYUU                         |   975 |         80 |     35 |        60 |        30 |    31 |     68 |                                                                                                                                     
| 162851629 | Koeniggswerth | PSCO      | BTLG       | HURR   | HSKO | C457        | PI70                         |  1063 |         80 |     35 |        60 |        65 |    63 |     38 |                                                                                                                                     
| 162844732 | Koeniggswerth | PSCO      | BTLG       | HURR   | HSKO | C457        | SG69                         |  1038 |         80 |     35 |        60 |        65 |    63 |     26 |                                                                                                                                     
| 162865243 | Koeniggswerth | PSCO      | BTLG       | TSLY   | HSKO | C457        | AGIY                         |  1074 |         80 |     35 |        60 |        55 |    53 |     65 |                                                                                                                                     
| 162733840 | Koeniggswerth | PSCO      | STRM       | TORN   | HSKO | C457        | PI70                         |  1024 |         80 |     35 |        60 |        55 |    53 |     41 |                                                                                                                                     
| 162816964 | Koeniggswerth | PSCO      | BTLG       | TSLY   | HSKO | C457        | AGIX                         |  1024 |         80 |     35 |        60 |        55 |    53 |     40 |                                                                                                                                     
| 162499882 | Koeniggswerth | PSCO      | MTKA       | HURR   | HSKO | C457        | PI70                         |  1019 |         80 |     35 |        60 |        55 |    53 |     38 |                                                                                                                                     
| 162726943 | Koeniggswerth | PSCO      | STRM       | TORN   | HSKO | C457        | SG69                         |   999 |         80 |     35 |        60 |        55 |    53 |     29 |                                                                                                                                     
